index,donation,gender,age,edu,spouse,housing,nfamily,inc
1442,100000,2,61,3,2,31,62,640
1443,700000,2,50,3,2,31,64,650
1444,120000,1,55,3,2,31,63,678
1445,240000,2,49,4,2,31,63,678
1446,240000,1,54,5,2,31,64,660
1447,120000,2,47,5,2,31,64,610
1448,120000,1,71,3,2,31,62,650
1449,360000,2,34,4,2,33,64,678
1450,240000,1,40,5,2,33,64,678
1451,360000,2,54,4,1,31,61,620
1452,1000000,1,67,4,2,31,62,678
1453,240000,1,45,5,2,31,63,630
1454,10000,2,36,6,2,32,64,660
1455,50000,2,37,4,2,31,64,640
1456,100010,2,48,5,2,31,62,678
1457,120000,2,25,5,1,31,64,660
1458,480000,1,40,5,2,31,64,678
1459,480000,2,37,5,2,31,64,678
1460,360000,1,53,5,2,31,64,678
1461,240000,1,54,5,2,31,63,678
1462,36000,2,51,3,2,31,64,678
1463,240000,2,61,7,2,31,62,640
1464,240000,1,65,7,2,31,62,650
1465,120000,2,67,3,2,31,62,650
1466,240000,2,60,4,2,33,64,650
1467,112000,1,27,5,1,31,63,678
1468,200000,1,80,5,2,31,63,650
1469,240000,1,65,5,2,31,62,650
1470,360000,2,65,5,2,31,62,678
1471,100000,2,49,3,2,35,62,610
1472,240000,2,58,5,2,31,63,678
1473,240000,2,59,2,2,31,62,660
1474,300000,2,39,4,1,31,63,640
1475,240000,1,32,6,1,31,63,620
1476,120000,1,50,4,2,32,64,640
1477,120000,2,46,4,2,32,64,640
1478,360000,1,52,5,2,31,62,678
1479,240000,2,48,4,2,31,62,678
1480,500000,1,46,5,2,32,63,650
1481,300000,2,41,5,2,32,63,650
1482,240000,2,37,5,2,32,64,678
1483,10000,1,53,5,2,31,64,678
1484,10000,2,50,5,2,31,64,678
1485,50000,2,41,5,2,31,62,678
1486,50000,1,40,5,2,31,63,678
1487,220000,2,39,5,2,31,63,678
1488,360000,1,47,5,1,31,62,630
1489,360000,1,48,5,2,31,64,630
1490,360000,2,47,5,2,31,64,630
1491,10000,1,74,2,2,31,62,630
1492,360000,1,47,5,2,31,64,640
1493,10000,1,57,4,2,32,63,640
1494,360000,2,37,5,2,31,64,640
1495,180000,2,48,5,4,31,62,640
1496,120000,1,66,2,5,31,62,630
1497,120000,2,64,3,2,31,62,630
1498,240000,2,71,6,2,32,62,610
1499,20000,1,71,2,2,31,62,620
1500,170000,2,66,1,2,31,62,620
1501,360000,1,64,5,2,31,63,660
1502,50000,2,62,5,2,31,63,660
1503,240000,1,37,5,2,32,63,650
1504,300000,1,55,6,2,32,62,650
1505,200000,2,47,4,2,32,62,650
1506,480000,2,55,7,1,32,61,630
1507,360000,2,18,4,1,31,63,620
1508,10000,1,60,7,2,31,63,678
1509,120000,1,55,3,2,31,62,630
1510,600000,2,45,3,2,31,64,650
1511,360000,1,43,7,2,31,64,630
1512,120000,1,59,2,4,33,61,610
1513,360000,2,57,5,2,33,62,630
1514,1170000,2,62,3,4,33,62,610
1515,60000,2,37,5,2,35,64,650
1516,120000,2,70,5,2,31,62,620
1517,120000,1,22,5,1,31,63,620
1518,120000,2,42,5,2,31,63,620
1519,240000,1,53,6,2,31,63,678
1520,120000,1,45,4,1,31,61,650
1521,100000,1,47,5,2,32,63,660
1522,120000,1,60,3,2,31,62,660
1523,20000,1,50,5,4,32,62,650
1524,360000,2,41,4,5,31,62,660
1525,240000,2,51,5,2,31,64,678
1526,720000,2,46,5,2,31,64,678
1527,240000,2,35,4,1,33,61,630
1528,80000,1,58,5,2,31,64,660
1529,120000,2,42,4,2,31,63,620
1530,100000,1,55,5,2,31,64,678
1531,100000,2,52,3,2,31,64,678
1532,90000,2,74,3,2,31,63,678
1533,360000,2,44,6,1,31,63,678
1534,120000,2,61,3,2,35,62,620
1535,120000,2,60,5,4,31,61,620
1536,360000,2,47,5,2,32,63,630
1537,180000,2,28,3,1,32,63,610
1538,600000,2,73,4,5,31,61,620
1539,360000,1,52,5,4,31,61,630
1540,360000,1,48,5,2,31,63,650
1541,120000,2,36,5,2,31,63,650
1542,10000,2,14,2,1,31,64,620
1543,500000,1,42,6,1,31,61,640
1544,500000,1,56,6,2,32,62,678
1545,500000,2,53,5,2,32,62,678
1546,720000,1,45,5,2,31,63,678
1547,720000,2,39,5,2,31,63,678
1548,600000,1,45,7,2,31,64,678
1549,360000,1,46,5,2,31,62,640
1550,600000,2,43,5,2,31,62,640
1551,600000,1,46,5,2,32,64,678
1552,200000,2,44,5,2,31,64,678
1553,300000,2,32,4,1,33,61,640
1554,360000,2,40,7,2,31,64,640
1555,360000,1,40,7,2,31,63,678
1556,360000,1,53,3,2,31,62,650
1557,100000,1,65,5,2,31,62,660
1558,480000,2,62,5,2,31,62,660
1559,480000,1,61,5,2,31,62,678
1560,240000,2,49,5,2,31,62,678
1561,240000,1,44,7,2,31,64,678
1562,360000,1,38,6,2,33,64,678
1563,360000,1,61,7,2,31,63,678
1564,240000,1,50,5,2,31,63,660
1565,500000,1,62,3,2,31,63,678
1566,120000,1,52,3,2,31,64,630
1567,600000,2,52,4,5,31,62,630
1568,480000,2,19,5,1,31,62,630
1569,120000,2,56,4,2,31,63,650
1570,120000,2,24,5,1,31,63,650
1571,120000,1,54,5,2,31,64,640
1572,120000,2,52,4,2,31,64,640
1573,10000,2,74,2,2,31,62,620
1574,10000,1,59,3,2,31,63,678
1575,20000,2,53,3,2,31,63,678
1576,250000,2,59,2,4,31,61,620
1577,120000,2,47,3,4,33,63,620
1578,60000,1,60,3,2,31,64,650
1579,60000,2,61,3,2,31,64,650
1580,40000,1,28,4,1,31,64,650
1581,10000,2,52,3,4,31,61,620
1582,120000,2,55,5,2,31,62,610
1583,100000,1,59,5,2,31,62,678
1584,50000,2,20,4,1,31,64,630
1585,240000,2,41,4,1,31,64,640
1586,60000,2,32,5,1,31,63,640
1587,120000,2,25,5,1,31,62,640
1588,500000,2,34,3,1,35,61,610
1589,40000,1,73,4,2,31,63,620
1590,20000,1,52,5,2,31,64,678
1591,120000,2,52,5,2,31,64,678
1592,500000,2,34,6,2,31,64,630
1593,360000,1,42,6,2,32,63,678
1594,120000,2,39,5,2,32,63,678
1595,360000,1,37,6,2,32,64,678
1596,1500000,1,51,7,2,31,63,678
1597,240000,2,52,6,2,31,63,678
1598,300000,2,43,4,2,31,64,678
1599,360000,1,41,5,2,31,64,678
1600,240000,2,39,5,2,31,64,678
1601,60000,2,48,5,2,32,64,650
1602,70000,2,18,5,1,32,64,650
1603,10000,1,53,5,2,31,64,660
1604,200000,2,35,4,2,33,62,678
1605,120000,1,31,5,1,33,62,660
1606,500000,2,51,4,2,31,64,678
1607,360003,1,49,3,2,32,62,640
1608,180000,2,49,3,2,32,62,640
1609,10000,1,56,3,2,31,64,660
1610,120000,2,52,3,2,31,64,660
1611,120000,1,46,6,2,31,63,678
1612,120000,2,41,5,2,31,63,678
1613,500000,2,39,4,1,31,64,650
1614,2000000,2,41,6,1,31,64,650
1615,50000,1,39,7,2,31,64,678
1616,50000,1,60,3,2,31,63,650
1617,60000,2,44,5,2,31,62,678
1618,20000,1,37,4,1,35,61,640
1619,120000,2,38,4,2,31,63,630
1620,200000,1,46,5,2,31,64,640
1621,240000,2,45,5,2,31,64,640
1622,180000,2,38,6,4,31,61,630
1623,100000,1,45,4,1,32,63,640
1624,120000,1,37,3,1,35,61,630
1625,240000,1,64,3,2,33,61,620
1626,100000,2,35,5,1,33,61,630
1627,10001,2,58,4,2,31,64,660
1628,11000,2,28,5,1,31,64,660
1629,10000,2,59,3,2,31,62,620
1630,60000,1,50,3,2,31,64,678
1631,600000,1,58,4,2,31,62,678
1632,240000,2,39,5,2,31,64,678
1633,600000,2,52,4,4,31,64,650
1634,360000,2,46,6,1,31,61,640
1635,240000,2,27,5,1,32,61,610
1636,100000,2,63,4,5,31,61,620
1637,360000,2,39,6,1,32,62,630
1638,600000,2,60,4,2,33,62,620
1639,120000,2,52,3,1,32,61,630
1640,240000,1,42,4,2,31,64,678
1641,200000,2,40,4,2,31,64,678
1642,120000,1,47,7,4,32,61,620
1643,120000,1,71,5,2,31,62,630
1644,240000,2,59,2,2,33,62,630
1645,500000,1,48,6,2,31,64,678
1646,360000,1,17,3,1,31,64,678
1647,850000,1,67,3,2,31,63,640
1648,600000,1,38,5,2,31,63,678
1649,120000,2,37,5,2,31,63,678
1650,700000,2,47,5,2,31,64,660
1651,120000,1,40,6,2,31,64,650
1652,120000,2,41,5,2,31,64,650
1653,35000,2,18,5,1,31,64,640
1654,30000,2,68,3,2,31,62,620
1655,120000,2,33,5,2,31,62,630
1656,10000,1,58,3,2,31,62,640
1657,20000,2,55,3,2,31,62,640
1658,10000,1,64,3,2,31,62,630
1659,360000,2,41,7,2,31,62,640
1660,2410000,1,58,5,2,31,63,650
1661,10000,2,57,4,2,31,63,678
1662,340000,2,43,5,2,31,64,640
1663,100000,2,37,5,2,31,63,640
1664,30000,1,75,1,2,31,62,620
1665,60000,1,45,5,4,31,62,630
1666,100000,1,53,5,2,31,64,650
1667,10000,2,51,3,2,31,64,650
1668,10000,1,54,2,2,31,64,640
1669,280000,2,49,3,2,33,63,620
1670,360000,2,14,2,1,31,64,678
1671,120000,1,58,5,2,31,63,650
1672,120000,2,55,3,2,31,63,650
1673,60000,1,33,5,2,31,63,650
1674,60000,2,33,5,2,31,63,650
1675,2500,1,44,4,1,31,63,630
1676,120000,1,46,5,2,31,64,650
1677,120000,2,39,5,2,31,64,650
1678,10000,1,57,3,4,31,62,640
1679,240000,1,39,4,2,31,63,678
1680,120000,2,36,4,2,31,63,678
1681,240000,1,51,5,2,31,64,678
1682,500000,2,31,5,2,32,62,678
1683,60000,1,41,5,2,32,64,650
1684,120000,1,42,5,2,31,64,660
1685,120000,2,40,4,2,31,64,660
1686,240000,2,63,2,2,31,62,620
1687,120000,2,56,5,4,31,63,630
1688,360000,1,47,4,2,31,64,678
1689,600000,2,48,4,2,31,64,678
1690,120000,2,68,3,5,31,64,678
1691,120000,2,19,5,1,33,62,610
1692,120000,2,17,3,1,33,62,610
1693,120000,2,21,5,1,33,61,610
1694,60000,2,46,3,1,35,63,640
1695,120000,2,42,4,1,31,61,650
1696,100000,2,18,4,1,32,63,640
1697,240000,2,49,5,2,31,64,678
1698,240000,2,29,5,1,31,64,678
1699,240000,2,57,3,2,31,62,610
1700,120000,1,39,6,2,32,64,650
1701,120000,2,34,5,2,32,64,650
1702,10000,1,66,3,2,31,62,640
1703,10000,2,63,2,2,31,62,640
1704,40000,2,35,5,2,31,64,610
1705,120000,1,60,5,4,31,61,630
1706,40000,1,43,5,2,31,64,640
1707,100000,1,52,7,2,31,61,678
1708,650000,1,58,7,2,31,64,678
1709,25000,2,41,4,2,31,64,660
1710,360000,1,51,5,1,33,61,640
1711,10000,1,28,5,2,32,63,640
1712,240000,1,35,5,1,31,61,630
1713,360000,1,44,5,2,35,64,678
1714,120000,1,72,4,2,31,64,610
1715,120000,2,49,3,2,31,63,640
1716,1200000,2,49,5,2,31,63,678
1717,10000,2,39,5,2,31,64,650
1718,240000,2,24,5,1,31,63,650
1719,100000,2,64,5,2,31,62,630
1720,10000,1,46,5,2,31,63,650
1721,10000,2,41,5,2,31,63,650
1722,240000,1,76,3,2,31,62,678
1723,10000,1,77,2,2,31,62,610
1724,18000,2,69,2,2,31,62,610
1725,40000,1,65,3,2,31,62,630
1726,240000,1,31,5,1,31,64,640
1727,120000,1,40,5,2,31,63,678
1728,120000,2,32,5,2,31,63,678
1729,1800000,1,41,5,2,31,64,660
1730,60000,2,41,5,2,31,64,660
1731,120000,2,39,5,1,31,63,630
1732,120000,1,35,5,2,32,62,640
1733,500000,1,57,5,2,33,63,678
1734,300000,1,52,5,2,31,64,678
1735,20000,2,13,2,1,31,64,678
1736,180000,1,65,5,2,31,63,640
1737,240000,2,34,5,1,31,63,640
1738,120000,2,64,2,2,31,61,610
1739,360000,1,47,5,2,31,63,678
1740,20000,2,62,7,2,31,61,630
1741,3000,2,44,5,2,31,63,630
1742,30000,2,35,6,2,31,63,650
1743,120000,2,47,4,2,31,61,640
1744,20000,2,21,4,1,31,64,678
1745,200000,1,56,4,2,31,62,678
1746,1000000,2,56,5,2,31,62,678
1747,32000,2,29,5,1,31,64,630
1748,10000,1,30,4,1,31,63,620
1749,10000,1,67,6,2,32,63,630
1750,120000,2,54,3,2,33,63,640
1751,240000,1,58,3,2,31,62,630
1752,200000,1,53,5,2,32,63,678
1753,50000,1,61,5,2,31,62,678
1754,450000,2,58,6,2,31,62,650
1755,150000,1,70,5,2,31,62,620
1756,240000,1,34,5,1,31,63,640
1757,60000,1,22,5,1,31,62,610
1758,65000,2,20,5,1,33,61,610
1759,120000,2,47,4,1,31,64,660
1760,1000000,1,38,6,2,31,64,660
1761,100000,2,36,6,2,31,64,660
1762,20000,1,41,4,2,31,62,678
1763,100000,2,45,6,2,31,63,678
1764,80000,1,18,5,1,31,64,640
1765,10000,2,16,3,1,31,64,640
1766,10000,1,67,2,2,31,62,610
1767,20000,2,15,2,1,31,63,660
1768,400000,1,53,4,2,31,63,678
1769,480000,1,17,3,1,31,63,678
1770,11900,1,67,5,2,31,62,660
1771,30000,1,57,5,2,31,63,640
1772,360000,2,49,5,2,31,64,660
1773,50000,1,48,4,1,32,62,630
1774,50000,1,62,3,2,31,63,650
1775,100000,2,59,2,2,31,63,650
1776,120000,1,52,3,4,31,62,620
1777,500000,2,46,4,1,31,64,678
1778,240000,1,64,3,2,31,62,678
1779,240000,2,60,5,2,31,62,678
1780,180000,2,55,4,2,31,63,650
1781,60000,2,24,5,1,31,63,650
1782,360000,2,58,7,2,31,63,630
1783,50000,2,78,0,5,31,64,650
1784,80000,1,48,3,1,31,64,650
1785,120000,2,49,3,2,31,64,650
1786,200000,2,69,3,5,31,62,630
1787,10000,1,47,5,2,31,64,650
1788,10000,2,31,5,2,31,62,650
1789,200000,2,34,4,2,31,63,630
1790,180000,1,32,4,2,32,63,640
1791,600000,2,40,4,2,31,64,660
1792,240000,2,74,0,5,31,64,660
1793,240000,2,46,5,2,32,64,640
1794,80000,2,44,4,2,31,63,640
1795,30008,2,28,5,1,31,63,640
1796,492000,2,25,5,1,33,64,640
1797,360000,1,51,3,2,31,64,660
1798,2400000,2,44,5,2,33,63,678
1799,300000,1,33,5,2,31,63,610
1800,1200000,2,38,6,2,31,62,678
1801,5000,1,33,5,1,32,61,630
1802,360000,2,30,5,1,32,61,640
1803,20000,2,27,5,1,32,61,640
1804,50000,2,27,5,1,35,61,620
1805,20000,1,29,5,1,33,61,630
1806,720000,1,66,6,2,31,62,630
1807,360000,2,63,6,2,31,62,630
1808,20000,2,56,3,4,31,62,620
1809,200000,1,60,6,4,31,61,630
1810,20000,1,63,3,2,31,63,630
1811,40000,1,66,3,2,31,63,650
1812,120000,1,61,2,2,31,62,650
1813,120000,2,58,2,2,31,62,650
1814,120000,2,28,4,1,32,61,630
1815,500000,1,28,3,1,33,61,630
1816,360000,2,63,3,5,33,62,660
1817,120000,2,48,4,1,31,62,620
1818,500000,1,68,6,2,31,63,660
1819,120000,2,61,4,1,31,61,630
1820,360000,1,60,3,4,33,61,630
1821,100000,2,77,0,4,33,61,610
1822,20000,1,48,3,2,32,64,630
1823,20000,2,40,4,2,32,64,630
1824,350000,2,65,3,4,31,62,610
1825,20000,2,37,5,1,31,62,610
1826,120000,1,77,5,2,31,62,620
1827,300000,2,51,5,4,33,63,640
1828,30000,1,55,3,2,31,63,650
1829,30000,1,52,4,2,32,64,630
1830,720000,1,42,5,2,31,64,640
1831,360000,2,38,5,2,31,64,640
1832,120000,1,57,4,2,32,63,650
1833,12000,1,48,3,2,31,64,678
1834,360000,2,33,6,1,32,61,678
1835,1440000,2,32,5,2,32,62,640
1836,1000000,1,33,7,2,32,62,640
1837,1000000,2,42,4,4,33,62,678
1838,10000,1,13,2,1,33,62,678
1839,60000,1,42,5,2,31,64,678
1840,120000,1,55,6,2,31,62,678
1841,10000,1,49,5,2,31,64,678
1842,120000,1,48,5,2,31,63,640
1843,240000,2,44,5,2,31,63,678
1844,50000,1,41,5,2,32,64,678
1845,60000,2,43,5,2,32,64,678
1846,480000,1,54,3,2,31,64,678
1847,360000,2,56,4,2,31,64,678
1848,500000,1,52,5,2,31,63,678
1849,200000,2,49,5,2,31,63,678
1850,360000,2,50,4,2,32,62,660
1851,240000,1,43,5,2,31,63,678
1852,240000,2,42,5,2,31,63,678
1853,15000,2,13,2,1,31,63,678
1854,240000,1,41,6,2,32,64,678
1855,100000,1,36,5,2,31,63,660
1856,10000,2,72,0,5,31,61,610
1857,240000,2,51,3,2,33,62,630
1858,600000,1,46,5,1,31,61,650
1859,10000,2,60,5,4,31,61,650
1860,120000,2,41,3,2,32,64,640
1861,120000,2,61,2,5,32,64,640
1862,500000,1,71,6,2,31,62,630
1863,240000,2,48,6,5,32,63,640
1864,10000,2,49,5,2,31,64,660
1865,10000,1,72,2,2,31,62,620
1866,10000,2,40,5,2,32,64,630
1867,300050,1,49,4,2,31,63,678
1868,10000,1,45,5,2,32,63,650
1869,10000,1,69,2,2,31,62,620
1870,120000,1,48,1,1,33,64,650
1871,10000,2,65,5,2,31,62,650
1872,10000,1,60,2,4,33,61,610
1873,10000,1,67,1,4,34,61,630
1874,480000,1,63,1,4,32,61,610
1875,200000,1,60,4,2,31,63,630
1876,200000,2,62,1,2,31,63,630
1877,360000,1,40,3,2,31,63,630
1878,360000,2,40,4,2,31,63,630
1879,120000,1,61,3,2,31,63,640
1880,200000,2,52,2,2,31,63,640
1881,120000,1,61,5,2,31,62,640
1882,60000,1,69,3,2,31,62,620
1883,10000,1,69,3,5,31,61,620
1884,5000,2,31,5,1,31,64,620
1885,360000,2,64,3,2,31,63,630
1886,10000,1,77,1,2,31,62,620
1887,120000,1,26,5,1,31,63,630
1888,400000,1,34,5,2,31,64,678
1889,120000,2,28,6,4,32,64,650
1890,1200000,1,61,7,2,31,62,678
1891,1200000,2,61,6,2,31,62,678
1892,360000,2,48,5,2,31,64,678
1893,60000,2,51,5,2,31,64,650
1894,240000,1,50,6,2,32,64,660
1895,10000,1,80,4,2,31,63,640
1896,10000,1,56,2,2,31,62,630
1897,10000,1,84,6,2,31,62,650
1898,360000,2,82,5,2,31,62,650
1899,10000,1,69,5,2,31,62,640
1900,10000,2,63,3,2,31,62,640
1901,10000,1,64,4,2,31,62,660
1902,360000,1,61,7,2,31,62,678
1903,120000,2,58,3,2,31,62,678
1904,10000,1,75,5,2,31,63,640
1905,120000,2,61,5,2,31,62,620
1906,600000,2,69,0,5,35,61,610
1907,60000,2,38,6,1,33,61,620
1908,240000,1,44,3,4,31,61,640
1909,120000,1,34,5,1,31,62,620
1910,300000,2,25,4,1,31,64,678
1911,120000,2,51,5,2,33,64,678
1912,120000,1,32,5,2,31,62,640
1913,36000,1,32,5,2,31,62,650
1914,300000,1,51,5,2,31,64,640
1915,720000,2,46,6,2,31,64,640
1916,20000,1,66,4,2,31,63,630
1917,400000,2,43,4,2,31,64,678
1918,2400000,1,50,5,4,31,62,678
1919,50000,1,23,5,1,31,63,640
1920,400000,1,35,6,2,31,62,630
1921,120000,1,65,6,2,31,62,640
1922,120000,2,61,4,2,31,62,640
1923,5000,2,17,3,1,31,64,640
1924,20000,2,40,4,2,31,63,678
1925,100000,2,19,3,2,33,62,620
1926,200000,1,41,4,4,33,61,640
1927,350000,1,43,4,1,31,62,650
1928,100000,2,33,4,2,31,62,620
1929,1000,1,29,6,1,33,62,678
1930,10000,2,51,2,5,31,63,620
1931,120000,2,30,5,1,32,62,630
1932,200000,2,63,3,2,31,63,650
1933,120000,2,51,3,2,31,63,650
1934,10000,2,53,3,2,31,64,678
1935,10000,1,27,5,1,31,64,678
1936,60000,1,61,5,2,31,63,640
1937,910000,1,46,7,1,31,61,630
1938,10000,1,24,3,1,33,64,650
1939,180000,2,42,5,5,32,61,640
1940,60000,1,60,3,2,32,64,678
1941,360000,2,49,5,2,31,63,660
1942,10000,2,15,2,1,31,64,620
1943,20000,1,17,3,1,31,64,650
1944,10000,1,61,2,2,33,63,630
1945,12000,1,32,5,2,32,62,678
1946,10000,1,67,5,2,34,63,630
1947,50000,2,64,3,4,32,61,620
1948,20000,1,48,3,2,32,64,640
1949,10000,2,21,5,1,32,64,640
1950,10000,2,67,2,5,31,61,610
1951,10000,1,61,3,2,33,63,640
1952,10000,2,59,1,2,33,63,640
1953,10000,1,55,3,2,34,61,678
1954,360000,2,55,3,4,31,61,620
1955,600000,1,70,3,2,31,62,630
1956,120000,1,45,5,1,33,61,620
1957,200000,2,62,3,4,31,61,678
1958,300000,1,45,3,1,32,62,620
1959,200000,1,35,5,1,32,61,630
1960,100000,1,34,5,2,32,62,678
1961,210000,2,55,4,2,31,64,678
1962,90000,1,53,5,2,31,64,678
1963,100000,1,57,3,2,31,64,678
1964,100000,2,47,4,2,32,64,640
1965,10000,2,14,2,1,32,64,640
1966,240000,1,34,4,1,32,61,640
1967,300000,2,27,5,1,31,63,630
1968,20000,1,48,3,2,31,63,640
1969,500000,1,50,4,2,32,63,640
1970,400000,2,45,4,2,32,63,640
1971,200000,2,42,5,2,31,63,650
1972,60000,1,31,5,1,31,64,678
1973,120000,2,50,5,2,31,63,640
1974,120000,1,48,3,2,31,64,650
1975,120000,2,45,3,2,31,64,650
1976,120000,2,32,4,1,31,64,630
1977,360000,1,27,4,1,31,63,650
1978,120000,2,29,5,1,33,61,630
1979,150000,1,25,5,1,31,64,630
1980,25000,1,45,4,2,31,64,640
1981,100000,2,25,5,1,31,63,678
1982,10000,1,66,5,2,31,62,640
1983,10000,2,66,3,2,31,62,640
1984,100000,2,31,5,1,31,63,630
1985,180000,2,40,3,2,31,64,640
1986,600000,1,59,3,2,33,63,650
1987,540000,2,55,5,2,33,63,650
1988,20000,1,72,3,2,32,62,620
1989,1800000,2,42,4,2,31,64,640
1990,60000,2,63,2,2,31,63,640
1991,240000,1,42,3,1,31,63,640
1992,240000,1,63,3,2,31,62,620
1993,500000,2,54,3,2,31,64,660
1994,240000,2,37,4,1,31,63,660
1995,150000,2,56,6,2,31,61,678
1996,600000,2,64,2,2,33,64,630
1997,200000,1,45,3,2,31,64,678
1998,20000,2,31,4,2,32,62,660
1999,20000,1,54,6,2,31,64,678
2000,2000000,1,48,5,2,31,62,650
2001,1000000,2,44,5,2,31,62,650
2002,120000,1,60,6,2,31,63,640
2003,240000,2,60,4,2,31,63,640
2004,50000,2,44,4,2,31,62,660
2005,240000,1,48,4,2,31,62,678
2006,120000,2,48,4,2,31,62,678
2007,240000,1,55,7,2,31,64,650
2008,240000,2,53,5,2,31,64,650
2009,120000,2,26,5,1,31,64,650
2010,10000,1,50,3,2,31,64,678
2011,20000,2,65,3,5,31,62,640
2012,120000,2,66,3,5,31,61,620
2013,100000,2,23,4,1,31,64,650
2014,240000,2,44,5,1,31,63,630
2015,40000,2,56,3,2,31,62,640
2016,10000,1,69,3,2,33,62,610
2017,120000,2,46,4,2,31,64,630
2018,120000,1,33,5,1,31,64,660
2019,240000,2,52,5,4,33,63,660
2020,200000,1,54,3,2,32,64,610
2021,120000,1,47,4,1,31,63,630
2022,144000,1,38,3,2,32,64,630
2023,10000,2,49,3,2,31,63,678
2024,70000,2,21,5,1,31,63,678
2025,50000,2,50,3,2,31,63,650
2026,10000,1,48,3,2,31,63,650
2027,200000,1,22,5,1,32,61,610
2028,10000,1,20,4,1,33,61,610
2029,240000,2,41,4,2,35,62,660
2030,100000,1,40,3,2,31,64,640
2031,10000,1,50,6,2,31,64,620
2032,30000,2,26,6,1,31,64,620
2033,200000,1,49,3,2,31,62,660
2034,100000,1,63,3,5,35,61,630
2035,120000,1,43,5,2,31,64,640
2036,120000,2,40,3,2,31,64,640
2037,10000,1,40,4,2,31,64,630
2038,10000,2,39,4,2,31,64,630
2039,10000,1,81,2,2,31,62,620
2040,600000,1,47,6,2,35,62,630
2041,480000,2,48,5,2,35,62,630
2042,100000,2,87,1,5,31,61,610
2043,120000,1,70,3,2,31,62,640
2044,360000,1,56,4,2,31,64,630
2045,100000,1,33,3,1,33,61,640
2046,240000,1,29,4,1,33,61,630
2047,100000,2,39,5,2,31,64,650
2048,100000,2,63,4,2,31,63,660
2049,50000,2,56,3,2,33,63,678
2050,10000,2,40,4,2,33,64,640
2051,60000,1,53,3,2,31,64,678
2052,1000000,2,49,3,2,31,64,678
2053,100000,1,44,7,2,32,64,678
2054,600000,2,45,6,2,32,64,678
2055,200000,2,66,7,2,31,62,678
2056,240000,2,52,5,2,31,63,678
2057,156000,2,80,1,2,31,62,620
2058,60000,1,25,5,1,31,64,678
2059,120000,2,73,1,5,31,61,610
2060,10000,2,26,3,1,33,62,620
2061,50000,1,20,5,1,31,63,610
2062,720000,1,58,3,2,31,64,640
2063,360000,2,50,3,2,31,64,640
2064,10000,2,49,5,1,31,61,610
2065,240000,1,47,4,2,32,61,678
2066,240000,1,52,5,2,33,61,678
2067,100000,1,33,7,1,32,61,678
2068,360000,1,28,3,1,32,61,640
2069,25000,1,25,4,1,33,61,620
2070,10000,2,23,5,1,33,61,610
2071,520000,1,33,5,2,32,64,678
2072,100000,2,35,5,2,32,64,678
2073,120000,1,44,6,2,32,62,650
2074,120000,2,53,6,2,31,64,678
2075,240000,1,57,5,2,31,63,660
2076,360000,2,51,5,2,31,63,660
2077,120000,2,26,4,1,32,63,678
2078,120000,2,56,5,4,31,63,640
2079,360000,1,47,4,2,31,64,678
2080,55000,1,67,6,2,31,62,650
2081,120000,1,42,5,2,31,63,678
2082,130000,2,14,2,1,31,63,678
2083,30000,2,66,2,2,31,62,620
2084,480000,1,80,2,2,31,62,620
2085,240000,2,56,3,4,31,61,620
2086,10000,2,19,5,1,31,64,678
2087,10000,1,54,4,2,32,64,678
2088,100000,2,25,5,1,32,64,678
2089,120000,1,55,6,2,31,62,660
2090,120000,2,53,4,2,33,63,650
2091,660000,1,31,5,2,32,63,660
2092,360000,2,32,5,2,32,63,660
2093,240000,2,52,5,2,31,64,660
2094,300000,1,55,5,2,31,62,678
2095,60000,1,46,5,2,31,64,678
2096,120000,2,29,5,1,31,64,630
2097,30000,1,60,6,2,31,62,678
2098,270000,1,62,5,2,31,62,678
2099,30000,2,27,5,1,32,61,630
2100,240000,1,55,4,3,33,61,678
2101,480000,1,41,5,2,31,63,678
2102,480000,2,42,5,2,31,63,678
2103,120000,2,59,4,2,31,63,678
2104,60000,1,29,5,1,31,63,678
2105,20000,1,40,5,2,31,64,678
2106,600000,1,58,6,2,31,63,678
2107,480000,2,57,6,2,31,63,678
2108,50000,2,48,5,2,31,62,650
2109,40000,1,56,5,2,31,64,678
2110,100000,2,55,6,2,31,64,678
2111,120000,1,34,5,2,31,64,630
2112,120000,2,33,4,2,31,64,630
2113,120000,1,76,5,2,31,62,640
2114,2720000,1,59,6,2,31,63,678
2115,2000000,2,56,7,2,31,63,678
2116,360000,2,55,5,2,31,64,678
2117,500000,1,51,5,2,31,62,678
2118,120000,2,58,6,2,31,62,678
2119,120000,2,64,1,5,33,61,620
2120,200000,2,29,4,1,31,63,630
2121,100000,1,27,4,1,33,62,630
2122,40000,2,58,3,5,31,62,640
2123,360000,2,49,3,2,33,64,650
2124,100000,1,43,5,2,31,63,678
2125,360000,2,34,5,1,31,62,630
2126,720000,2,62,3,2,31,62,630
2127,2000000,1,54,7,2,31,63,678
2128,360000,1,45,5,2,31,62,678
2129,600000,2,40,5,2,31,62,678
2130,600000,2,53,6,2,31,62,678
2131,500000,2,46,6,4,31,61,610
2132,240000,1,44,5,2,31,64,678
2133,120000,2,48,4,2,33,64,650
2134,240000,1,58,5,2,31,62,640
2135,10000,1,37,5,2,31,64,640
2136,110000,1,43,3,2,32,64,660
2137,20000,1,53,4,2,31,64,650
2138,120000,2,52,5,2,31,64,650
